time,timestamp,aX(m/s²),aY(m/s²),aZ(m/s²),nozzle_tem,bed_tem,THE(°C),current_layer,total_layers,OT
2025-03-04-15-23-59,173221814,-0.086,-0.426,-0.316,245,70,40.41,138,206,0
2025-03-04-15-24-00,173222837,-4.01,-0.311,-0.163,245,70,40.41,139,206,0
2025-03-04-15-24-01,173223794,0.144,-0.23,-0.038,245,70,40.42,139,206,0
2025-03-04-15-24-02,173224817,0.689,0.785,-0.206,245,70,40.42,139,206,0
2025-03-04-15-24-03,173225840,0.105,0.249,-0.383,245,70,40.43,139,206,0
2025-03-04-15-24-04,173226764,0.105,-0.182,0.306,245,70,40.44,139,206,0
2025-03-04-15-24-05,173227886,0.048,0.167,-0.306,245,70,40.44,140,206,0
2025-03-04-15-24-06,173228876,0.187,-0.249,-0.244,245,70,40.44,140,206,0
2025-03-04-15-24-07,173229833,-0.244,-1.349,-0.34,245,70,40.44,140,206,0
2025-03-04-15-24-08,173230856,-0.306,-1.34,-0.876,245,70,40.45,140,206,0
2025-03-04-15-24-09,173231846,3.067,3.153,-0.943,245,70,40.46,141,206,0
2025-03-04-15-24-10,173232836,0.144,-0.115,-0.072,245,70,40.46,141,206,0
2025-03-04-15-24-11,173233859,-0.215,1.771,-0.928,245,70,40.47,141,206,0
2025-03-04-15-24-12,173234849,0.124,2.125,-0.794,245,70,40.47,141,206,0
2025-03-04-15-24-13,173235740,0.435,5.967,-0.263,245,70,40.47,141,206,0
2025-03-04-15-24-14,173236763,-1.455,-0.498,-0.201,245,70,40.48,141,206,0
2025-03-04-15-24-15,173237786,-4.661,3.455,-0.392,245,70,40.49,142,206,0
2025-03-04-15-24-16,173238743,0.258,0.196,-0.354,245,70,40.49,142,206,0
2025-03-04-15-24-17,173239799,0.01,-0.321,-0.301,245,70,40.5,142,206,0
2025-03-04-15-24-18,173240822,0.852,0.416,-0.301,245,70,40.51,142,206,0
2025-03-04-15-24-19,173241845,0.043,0.043,-0.368,245,70,40.51,143,206,0
2025-03-04-15-24-20,173242868,-0.144,0.895,-0.062,245,70,40.52,143,206,0
2025-03-04-15-24-21,173243825,-0.201,0.077,-0.33,245,70,40.52,143,206,0
2025-03-04-15-24-22,173244815,1.881,-0.005,-0.335,245,70,40.52,143,206,0
2025-03-04-15-24-23,173245838,-0.029,3.866,-0.301,245,70,40.53,144,206,0
2025-03-04-15-24-24,173246861,-3.469,0.45,-0.435,245,70,40.53,144,206,0
2025-03-04-15-24-25,173247785,-0.167,-0.589,-0.306,245,70,40.53,144,206,0
2025-03-04-15-24-26,173248841,0.029,-0.081,-0.282,245,70,40.53,144,206,0
2025-03-04-15-24-27,173249798,-0.12,-0.55,-0.297,245,70,40.55,144,206,0
2025-03-04-15-24-28,173250854,0.134,0.172,-0.311,245,70,40.55,145,206,0
2025-03-04-15-24-29,173251811,0.029,0.124,-0.349,245,70,40.55,145,206,0
2025-03-04-15-24-30,173252867,0.144,0.081,-0.292,245,70,40.56,145,206,0
2025-03-04-15-24-31,173253857,0.172,0.349,-0.33,245,70,40.56,145,206,0
2025-03-04-15-24-32,173254847,0.038,0.488,-0.316,245,70,40.57,145,206,0
2025-03-04-15-24-33,173255870,-0.699,-0.062,-0.273,245,70,40.57,146,206,0
2025-03-04-15-24-34,173256860,1.838,-0.828,-0.44,245,70,40.58,146,206,0
2025-03-04-15-24-35,173257850,4.914,-0.172,-0.316,245,70,40.58,146,206,0
2025-03-04-15-24-36,173258807,0.124,4.087,-0.249,245,70,40.59,146,206,0
2025-03-04-15-24-37,173259863,0.297,3.756,-0.158,245,70,40.6,147,206,0
2025-03-04-15-24-38,173260820,-1.163,0.01,-0.292,245,70,40.6,147,206,0
2025-03-04-15-24-39,173261843,0.426,0.158,-0.325,245,70,40.6,147,206,0
2025-03-04-15-24-40,173262833,0.211,0.033,-0.431,245,70,40.61,147,206,0
2025-03-04-15-24-41,173263823,0.502,-1.029,-0.182,245,70,40.62,147,206,0
2025-03-04-15-24-42,173264846,-0.589,0.526,-0.761,245,70,40.62,148,206,0
2025-03-04-15-24-43,173265803,-0.029,1.531,-0.244,245,70,40.63,148,206,0
2025-03-04-15-24-44,173266826,-0.115,0.077,-0.163,245,70,40.63,148,206,0
2025-03-04-15-24-45,173267816,0.124,-0.794,-0.746,245,70,40.64,148,206,0
2025-03-04-15-24-46,173268806,-4.981,-0.794,-0.11,245,70,40.65,149,206,0
2025-03-04-15-24-47,173269862,-0.153,-0.144,0,245,70,40.65,149,206,0
2025-03-04-15-24-48,173270786,-4.857,-6.039,-0.488,245,70,40.65,149,206,0
2025-03-04-15-24-49,173271809,-0.455,-0.909,-0.833,245,70,40.67,149,206,0
2025-03-04-15-24-50,173272832,0.928,2.665,-0.292,245,70,40.67,149,206,0
2025-03-04-15-24-51,173273789,2.957,0.158,-0.459,245,70,40.67,150,206,0
2025-03-04-15-24-52,173274812,0.33,-1.751,0.072,245,70,40.68,150,206,0
2025-03-04-15-24-53,173275835,0.498,-3,-0.34,245,70,40.68,150,206,0
2025-03-04-15-24-54,173276825,0.799,-2.976,-0.273,245,70,40.69,150,206,0
2025-03-04-15-24-55,173277815,1.053,-0.713,-0.335,245,70,40.69,151,206,0
2025-03-04-15-24-56,173278838,0.139,0.536,-0.282,245,70,40.71,151,206,0
2025-03-04-15-24-57,173279828,0.541,0.354,-0.215,245,70,40.7,151,206,0
2025-03-04-15-24-58,173280785,-0.249,0.1,-0.45,245,70,40.71,151,206,0
2025-03-04-15-24-59,173281841,0.9,0.105,-0.766,245,70,40.72,151,206,0
2025-03-04-15-25-00,173282831,-0.072,0.167,-0.225,245,70,40.72,152,206,0
2025-03-04-15-25-01,173283821,0.201,-0.263,0.225,245,70,40.73,152,206,0
2025-03-04-15-25-02,173284844,0.225,0.12,-0.292,245,70,40.74,152,206,0
2025-03-04-15-25-03,173285834,0.211,0.842,-0.33,245,70,40.75,152,206,0
2025-03-04-15-25-04,173286824,-0.182,0.316,-0.34,245,70,40.75,153,206,0
2025-03-04-15-25-05,173287781,0.1,0.33,-0.431,245,70,40.75,153,206,0
2025-03-04-15-25-06,173288705,0,-0.043,-0.325,245,70,40.76,153,206,0
2025-03-04-15-25-07,173289860,0.158,-0.1,-0.072,245,70,40.77,153,206,0
2025-03-04-15-25-08,173290883,-0.727,0.024,-0.282,245,70,40.77,153,206,0
2025-03-04-15-25-09,173291840,0.153,0.383,-0.005,245,70,40.77,154,206,0
2025-03-04-15-25-10,173292830,0.043,-0.211,-0.933,245,70,40.78,154,206,0
2025-03-04-15-25-11,173293853,0.129,0.067,-0.345,245,70,40.79,154,206,0
2025-03-04-15-25-12,173294843,0.048,0.01,-0.268,245,70,40.8,154,206,0
2025-03-04-15-25-13,173295800,1.086,0.239,-0.297,245,70,40.79,155,206,0
2025-03-04-15-25-14,173296823,0.177,-0.354,-0.282,245,70,40.8,155,206,0
2025-03-04-15-25-15,173297813,0.268,0.062,-0.254,245,70,40.81,155,206,0
2025-03-04-15-25-16,173298836,0.167,2.742,-0.531,245,70,40.81,155,206,0
2025-03-04-15-25-17,173299859,0.129,0.55,0.306,245,70,40.82,156,206,0
2025-03-04-15-25-18,173300816,0.043,-0.479,-0.297,245,70,40.83,156,206,0
2025-03-04-15-25-19,173301773,-4.56,0.531,-0.278,245,70,40.83,156,206,0
2025-03-04-15-25-20,173302862,0.124,-3.177,-0.077,245,70,40.84,156,206,0
2025-03-04-15-25-21,173303852,0.474,0.144,-0.124,245,70,40.84,156,206,0
2025-03-04-15-25-22,173304743,-0.646,-0.464,-0.01,245,70,40.84,157,206,0
2025-03-04-15-25-23,173305865,-0.325,0.182,-0.335,245,70,40.85,157,206,0
2025-03-04-15-25-24,173306789,-0.005,-0.172,-0.407,245,70,40.85,157,206,0
2025-03-04-15-25-25,173307746,0.072,2.876,-0.359,245,70,40.86,157,206,0
2025-03-04-15-25-26,173308835,0.062,0.589,-0.22,245,70,40.87,158,206,0
2025-03-04-15-25-27,173309825,-0.057,-0.014,-0.498,245,70,40.88,158,206,0
2025-03-04-15-25-28,173310815,-0.086,0,-0.77,245,70,40.88,158,206,0
2025-03-04-15-25-29,173311871,0.163,0.096,-0.287,245,70,40.89,158,206,0
2025-03-04-15-25-30,173312861,0.378,-0.11,-0.234,245,70,40.88,159,206,0
2025-03-04-15-25-31,173313818,0.225,0.11,-0.282,245,70,40.89,159,206,0
2025-03-04-15-25-32,173314874,0.651,1.268,-0.048,245,70,40.9,159,206,0
2025-03-04-15-25-33,173315831,-0.766,0.306,-0.871,245,70,40.89,159,206,0
2025-03-04-15-25-34,173316821,0.502,0.876,-0.359,245,70,40.9,160,206,0
2025-03-04-15-25-35,173317844,-0.646,0.971,-0.397,245,70,40.91,160,206,0
2025-03-04-15-25-36,173318834,0.206,0.234,-0.244,245,70,40.91,160,206,0
2025-03-04-15-25-37,173319824,-0.091,-1.125,-0.502,245,70,40.91,160,206,0
2025-03-04-15-25-38,173320781,0.1,-0.244,-0.44,245,70,40.93,160,206,0
2025-03-04-15-25-39,173321870,-0.991,2.244,-0.225,245,70,40.93,161,206,0
2025-03-04-15-25-40,173322827,-1.086,0.096,-0.297,245,70,40.93,161,206,0
2025-03-04-15-25-41,173323817,0.555,1.742,-0.019,245,70,40.94,161,206,0
2025-03-04-15-25-42,173324840,7.508,-3.656,-0.163,245,70,40.94,161,206,0
2025-03-04-15-25-43,173325830,-1.421,-0.794,-0.234,245,70,40.94,162,206,0
2025-03-04-15-25-44,173326853,-0.632,0.617,-0.297,245,70,40.95,162,206,0
2025-03-04-15-25-45,173327810,0.254,-2.986,-0.407,245,70,40.95,162,206,0
2025-03-04-15-25-46,173328800,-4.393,0.397,-0.172,245,70,40.96,162,206,0
2025-03-04-15-25-47,173329823,0.139,0.703,-0.024,245,70,40.96,163,206,0
2025-03-04-15-25-48,173330846,0.378,1.325,-0.321,245,70,40.96,163,206,0
2025-03-04-15-25-49,173331770,-0.392,-0.043,-0.345,245,70,40.97,163,206,0
2025-03-04-15-25-50,173332826,0.555,-0.325,-0.407,245,70,40.98,163,206,0
2025-03-04-15-25-51,173333816,0.096,-0.488,-0.354,245,70,40.98,163,206,0
2025-03-04-15-25-52,173334806,1.235,-1.479,-0.129,245,70,40.99,164,206,0
2025-03-04-15-25-53,173335763,1.708,-0.105,-0.526,245,70,40.98,164,206,0
2025-03-04-15-25-54,173336852,-4.843,-0.742,-0.244,245,70,40.99,164,206,0
2025-03-04-15-25-55,173337842,0.345,5.024,-0.263,245,70,41,165,206,0
2025-03-04-15-25-56,173338832,0.359,0.115,-0.474,245,70,41,165,206,0
2025-03-04-15-25-57,173339855,-0.043,0.426,-0.287,245,70,41.01,165,206,0
2025-03-04-15-25-58,173340845,-0.512,-1.268,-0.34,245,70,41.01,165,206,0
2025-03-04-15-25-59,173341835,0.531,0.689,-0.665,245,70,41.01,165,206,0
2025-03-04-15-26-00,173342825,-0.158,-0.584,-0.129,245,70,41.02,166,206,0
2025-03-04-15-26-01,173343815,-1.536,-1.038,-0.278,245,70,41.02,166,206,0
2025-03-04-15-26-02,173344871,-0.1,-4.168,-0.569,245,70,41.02,166,206,0
2025-03-04-15-26-03,173345828,-0.081,-4.646,-0.091,245,70,41.02,166,206,0
2025-03-04-15-26-04,173346818,0.278,-0.431,-0.316,245,70,41.03,167,206,0
2025-03-04-15-26-05,173347709,0.249,-0.34,-0.311,245,70,41.03,167,206,0
2025-03-04-15-26-06,173348831,0.12,-0.464,0.1,245,70,41.04,167,206,0
2025-03-04-15-26-07,173349821,-0.01,-0.311,-0.258,245,70,41.05,167,206,0
2025-03-04-15-26-08,173350811,0.397,-3.292,-0.56,245,70,41.04,167,206,0
2025-03-04-15-26-09,173351735,0.546,5.613,0.349,245,70,41.05,168,206,0
2025-03-04-15-26-10,173352824,0.024,0.885,-0.574,245,70,41.06,168,206,0
2025-03-04-15-26-11,173353880,-0.397,0.813,-0.359,245,70,41.06,168,206,0
2025-03-04-15-26-12,173354837,0,0.866,-0.134,245,70,41.07,169,206,0
2025-03-04-15-26-13,173355827,0.608,0.904,-0.22,245,70,41.07,169,206,0
2025-03-04-15-26-14,173356850,0.081,3.541,-0.345,245,70,41.08,169,206,0
2025-03-04-15-26-15,173357840,-0.048,0.244,-0.483,245,70,41.08,169,206,0
2025-03-04-15-26-16,173358830,0.148,-2.555,-0.388,245,70,41.09,170,206,0
2025-03-04-15-26-17,173359853,-0.005,-0.79,-0.301,245,70,41.09,170,206,0
2025-03-04-15-26-18,173360810,0.144,-0.053,-0.043,245,70,41.1,170,206,0
2025-03-04-15-26-19,173361800,0.651,1.737,-0.234,245,70,41.1,171,206,0
2025-03-04-15-26-20,173362790,1.474,7.685,-0.201,245,70,41.11,171,206,0
2025-03-04-15-26-21,173363813,4.311,0.225,0.359,245,70,41.11,171,206,0
2025-03-04-15-26-22,173364803,0.321,0.77,-0.354,245,70,41.12,171,206,0
2025-03-04-15-26-23,173365793,0.431,1.215,-0.555,245,70,41.12,172,206,0
2025-03-04-15-26-24,173366849,-3.613,-4.158,-0.263,245,70,41.13,172,206,0
2025-03-04-15-26-25,173367806,-4.804,0.048,-0.742,245,70,41.12,172,206,0
2025-03-04-15-26-26,173368796,4.756,-0.292,-0.287,245,70,41.13,172,206,0
2025-03-04-15-26-27,173369852,0.182,1,-0.541,245,70,41.14,173,206,0
2025-03-04-15-26-28,173370809,0.196,-0.397,-0.258,245,70,41.14,173,206,0
2025-03-04-15-26-29,173371832,-2.254,-0.866,-1.058,245,70,41.15,173,206,0
2025-03-04-15-26-30,173372822,-4.46,0.005,-0.373,245,70,41.15,173,206,0
2025-03-04-15-26-31,173373746,0.22,3.718,-0.397,245,70,41.16,174,206,0
2025-03-04-15-26-32,173374802,0,0.718,-0.33,245,70,41.17,174,206,0
2025-03-04-15-26-33,173375858,-2.637,-1.134,-0.785,245,70,41.18,174,206,0
2025-03-04-15-26-34,173376815,4.953,0.1,-0.278,245,70,41.18,174,206,0
2025-03-04-15-26-35,173377706,0.273,0.818,-0.014,245,70,41.18,175,206,0
2025-03-04-15-26-36,173378861,0.191,0.11,-0.33,245,70,41.18,175,206,0
2025-03-04-15-26-37,173379653,0.153,-0.431,-0.297,245,70,41.19,175,206,0
2025-03-04-15-26-38,173380808,4.192,0.522,-0.34,245,70,41.2,175,206,0
2025-03-04-15-26-39,173381831,0.029,-0.043,-0.474,245,70,41.2,176,206,0
2025-03-04-15-26-40,173382656,0.148,-0.096,-0.857,245,70,41.21,176,206,0
2025-03-04-15-26-41,173383844,-2.426,1.282,0.359,245,70,41.21,176,206,0
2025-03-04-15-26-42,173384834,4.029,-0.211,-0.383,245,70,41.22,176,206,0
2025-03-04-15-26-43,173385857,0.254,-1.239,-0.349,245,70,41.22,177,206,0
2025-03-04-15-26-44,173386814,0.23,-0.785,-0.311,245,70,41.23,177,206,0
2025-03-04-15-26-45,173387837,-4.847,0.273,-0.263,245,70,41.23,177,206,0
2025-03-04-15-26-46,173388827,0.215,0.053,-0.474,245,70,41.24,178,206,0
2025-03-04-15-26-47,173389850,-0.067,0.55,-0.287,245,70,41.24,178,206,0
2025-03-04-15-26-48,173390807,-1.201,3.656,-0.33,245,70,41.25,178,206,0
2025-03-04-15-26-49,173391797,-0.474,0.627,-0.263,245,70,41.25,178,206,0
2025-03-04-15-26-50,173392820,-0.646,-0.842,-0.282,245,70,41.27,178,206,0
2025-03-04-15-26-51,173393843,4.187,0.426,-0.445,245,70,41.28,179,206,0
2025-03-04-15-26-52,173394833,0.115,0.278,-0.321,245,70,41.28,179,206,0
2025-03-04-15-26-53,173395856,-0.258,1.723,-0.105,245,70,41.28,179,206,0
2025-03-04-15-26-54,173396780,0.397,0.622,-0.421,245,70,41.27,179,206,0
2025-03-04-15-26-55,173397836,-2.809,-0.005,-0.301,245,70,41.28,180,206,0
2025-03-04-15-26-56,173398826,0.483,0.057,-0.335,245,70,41.29,180,206,0
2025-03-04-15-26-57,173399816,0.029,0.196,-0.292,245,70,41.3,180,206,0
2025-03-04-15-26-58,173400773,0.029,-1.613,-0.292,245,70,41.3,181,206,0
2025-03-04-15-26-59,173401862,-0.321,0.412,-0.359,245,70,41.31,181,206,0
2025-03-04-15-27-00,173402819,1.168,0.574,0.062,245,70,41.31,181,206,0
2025-03-04-15-27-01,173403809,0.12,0.282,-0.316,245,70,41.32,181,206,0
2025-03-04-15-27-02,173404832,0.01,1.684,-0.211,245,70,41.33,182,206,0
2025-03-04-15-27-03,173405855,-0.072,0.546,-0.455,245,70,41.33,182,206,0
2025-03-04-15-27-04,173406845,-0.067,0.531,-0.077,245,70,41.34,182,206,0
2025-03-04-15-27-05,173407835,0.799,3.747,-0.325,245,70,41.33,183,206,0
2025-03-04-15-27-06,173408792,0.359,0.435,-0.904,245,70,41.34,183,206,0
2025-03-04-15-27-07,173409815,4.718,-0.746,-0.144,245,70,41.35,183,206,0
2025-03-04-15-27-08,173410871,-0.057,0.153,-0.081,245,70,41.35,183,206,0
2025-03-04-15-27-09,173411795,0.837,-0.263,0.086,245,70,41.36,184,206,0
2025-03-04-15-27-10,173412785,-4.981,-0.641,-0.349,245,70,41.36,184,206,0
2025-03-04-15-27-11,173413874,0.723,-0.258,-0.345,245,70,41.37,184,206,0
2025-03-04-15-27-12,173414831,0.005,-1.359,-0.077,245,70,41.38,184,206,0
2025-03-04-15-27-13,173415821,0.23,0.01,-0.407,245,70,41.38,185,206,0
2025-03-04-15-27-14,173416844,0.991,1.225,0.062,245,70,41.38,185,206,0
2025-03-04-15-27-15,173417834,1.603,-0.464,-0.703,245,70,41.38,185,206,0
2025-03-04-15-27-16,173418824,0.34,0.943,-0.335,245,70,41.39,186,206,0
2025-03-04-15-27-17,173419847,0.254,4.168,-0.244,245,70,41.4,186,206,0
2025-03-04-15-27-18,173420804,0.024,-0.335,-0.201,245,70,41.4,186,206,0
2025-03-04-15-27-19,173421827,0.426,0.177,-0.301,245,70,41.4,186,206,0
2025-03-04-15-27-20,173422850,0.976,4.206,-0.148,245,70,41.41,187,206,0
2025-03-04-15-27-21,173423774,-4.656,0.282,-0.297,245,70,41.41,187,206,0
2025-03-04-15-27-22,173424797,0.043,0.301,-0.215,245,70,41.41,187,206,0
2025-03-04-15-27-23,173425853,0.067,-1.622,0.048,245,70,41.41,188,206,0
2025-03-04-15-27-24,173426843,-0.464,-1.158,-0.957,245,70,41.42,188,206,0
2025-03-04-15-27-25,173427800,-4.876,0.675,-0.057,245,70,41.42,188,206,0
2025-03-04-15-27-26,173428856,-0.55,-1.024,-0.306,245,70,41.43,189,206,0
2025-03-04-15-27-27,173429813,1.105,1.005,-0.9,245,70,41.44,189,206,0
2025-03-04-15-27-28,173430836,-0.947,-1.498,-0.187,245,70,41.44,189,206,0
2025-03-04-15-27-29,173431826,0.187,-0.249,0.177,245,70,41.44,189,206,0
2025-03-04-15-27-30,173432750,-0.593,-0.66,-0.383,245,70,41.45,189,206,0
2025-03-04-15-27-31,173433839,0.292,-0.144,0.407,245,70,41.45,190,206,0
2025-03-04-15-27-32,173434730,0.172,0.412,-0.306,245,70,41.46,190,206,0
2025-03-04-15-27-33,173435819,0.211,2.503,-0.153,245,70,41.46,191,206,0
2025-03-04-15-27-34,173436842,-4.048,1.345,-0.364,245,70,41.46,191,206,0
2025-03-04-15-27-35,173437832,0.603,-0.632,-0.254,245,70,41.47,191,206,0
2025-03-04-15-27-36,173438855,0.096,4.79,0.402,245,70,41.47,191,206,0
2025-03-04-15-27-37,173439812,0.129,0.077,-0.287,245,70,41.48,191,206,0
2025-03-04-15-27-38,173440868,0.038,0.483,0,245,70,41.48,192,206,0
2025-03-04-15-27-39,173441825,0.349,3.45,-0.354,245,70,41.49,192,206,0
2025-03-04-15-27-40,173442782,-0.211,-3.713,-0.024,245,70,41.49,192,206,0
2025-03-04-15-27-41,173443871,2.948,-0.617,0.1,245,70,41.5,193,206,0
2025-03-04-15-27-42,173444861,0.33,0.584,-0.823,245,70,41.5,193,206,0
2025-03-04-15-27-43,173445851,0.129,-0.23,-0.024,245,70,41.5,193,206,0
2025-03-04-15-27-44,173446874,0.512,-2.579,-0.234,245,70,41.5,194,206,0
2025-03-04-15-27-45,173447798,0.139,0.459,-0.364,245,70,41.51,194,206,0
2025-03-04-15-27-46,173448821,-4.273,0.885,-0.321,245,70,41.51,194,206,0
2025-03-04-15-27-47,173449844,0.033,0.096,-0.182,245,70,41.51,195,206,0
2025-03-04-15-27-48,173450834,1.287,0.574,-0.282,245,70,41.53,195,206,0
2025-03-04-15-27-49,173451824,5.182,-1.134,-0.292,245,70,41.53,195,206,0
2025-03-04-15-27-50,173452847,-0.359,0.191,-0.053,245,70,41.53,196,206,0
2025-03-04-15-27-51,173453837,-0.282,-4.565,-0.641,245,70,41.53,196,206,0
2025-03-04-15-27-52,173454761,0.043,0.976,-0.249,245,70,41.53,196,206,0
2025-03-04-15-27-53,173455817,-4.823,0.292,-0.301,245,70,41.54,196,206,0
2025-03-04-15-27-54,173456807,0.043,0.182,-0.435,245,70,41.54,197,206,0
2025-03-04-15-27-55,173457830,2.991,0.273,-0.311,245,70,41.55,197,206,0
2025-03-04-15-27-56,173458820,0.172,2.972,-0.316,245,70,41.55,197,206,0
2025-03-04-15-27-57,173459711,0.469,-0.479,-0.354,245,70,41.55,197,206,0
2025-03-04-15-27-58,173460833,0.086,-0.713,-0.292,245,70,41.56,198,206,0
2025-03-04-15-27-59,173461790,-2.23,-0.957,-0.268,245,70,41.57,198,206,0
2025-03-04-15-28-00,173462846,0.148,0.694,-0.282,245,70,41.58,199,206,0
2025-03-04-15-28-01,173463836,0.048,0.325,-0.311,245,70,41.57,199,206,0
2025-03-04-15-28-02,173464859,0.033,1.938,-0.306,245,70,41.57,199,206,0
2025-03-04-15-28-03,173465816,-1.129,0.177,-0.311,245,70,41.58,200,206,0
2025-03-04-15-28-04,173466839,1.196,1.962,-0.263,245,70,41.59,200,206,0
2025-03-04-15-28-05,173467862,-0.201,-0.024,-0.263,245,70,41.6,200,206,0
2025-03-04-15-28-06,173468852,0.297,5.733,-0.297,245,70,41.6,200,206,0
2025-03-04-15-28-07,173469776,1.134,-0.153,-0.287,245,70,41.59,201,206,0
2025-03-04-15-28-08,173470766,-3.163,-0.703,-0.306,245,70,41.6,201,206,0
2025-03-04-15-28-09,173471855,3.637,-0.502,-0.388,245,70,41.6,201,206,0
2025-03-04-15-28-10,173472845,1.388,-2.158,-0.316,245,70,41.6,202,206,0
2025-03-04-15-28-11,173473868,0.096,0.091,-0.397,245,70,41.6,202,206,0
2025-03-04-15-28-12,173474858,-0.043,-1.56,-0.287,245,70,41.61,202,206,0
2025-03-04-15-28-13,173475848,1.158,0.885,-0.364,245,70,41.62,203,206,0
2025-03-04-15-28-14,173476838,-0.033,0.718,-0.201,245,70,41.62,203,206,0
2025-03-04-15-28-15,173477795,-0.105,-1.493,-0.34,245,70,41.63,203,206,0
2025-03-04-15-28-16,173478818,0.364,-1.144,-0.455,245,70,41.63,204,206,0
2025-03-04-15-28-17,173479841,-1.938,-6.723,-0.297,245,70,41.63,204,206,0
2025-03-04-15-28-18,173480831,0.546,0.019,-0.292,245,70,41.63,204,206,0
2025-03-04-15-28-19,173481821,0.086,2.077,-0.325,245,70,41.64,205,206,0
2025-03-04-15-28-20,173482844,2.905,-0.694,-0.316,245,70,41.64,205,206,0
2025-03-04-15-28-21,173483801,-0.455,0.282,-0.316,245,70,41.65,205,206,0
2025-03-04-15-28-22,173484692,-3.957,1.302,-0.316,245,70,41.65,206,206,0
2025-03-04-15-28-23,173485847,0.148,0.105,-0.335,245,70,41.66,206,206,0
2025-03-04-15-28-24,173486804,0.531,-0.306,-0.306,245,70,41.66,206,206,0
2025-03-04-15-28-25,173487794,0.742,0.546,-0.311,245,70,41.67,206,206,0
2025-03-04-15-28-26,173488817,0.493,0.555,-0.215,245,70,41.67,206,206,0
2025-03-04-15-28-27,173489807,0,-4.536,-0.311,245,70,41.67,206,206,0
2025-03-04-15-28-28,173490797,0.129,-3.756,-0.311,245,70,41.67,206,206,0
2025-03-04-15-28-29,173491820,-0.163,-0.756,-0.311,245,70,41.68,206,206,0
2025-03-04-15-28-30,173492810,-0.163,-0.933,-0.311,245,70,41.69,206,206,0
2025-03-04-15-28-31,173493767,0.01,0.057,-0.311,245,70,41.69,206,206,0
2025-03-04-15-28-32,173494823,0.124,0.919,-0.311,245,70,41.7,206,206,0
2025-03-04-15-28-33,173495813,0.019,-0.172,-0.311,245,70,41.7,206,206,0
2025-03-04-15-28-34,173496836,-4.809,-0.191,-0.316,245,70,41.71,206,206,0
2025-03-04-15-28-35,173497826,0.493,5.039,-0.311,245,70,41.7,206,206,0
2025-03-04-15-28-36,173498849,-0.837,-0.679,-0.311,245,70,41.71,206,206,0
2025-03-04-15-28-37,173499740,0.01,-0.651,-0.311,245,70,41.72,206,206,0
2025-03-04-15-28-38,173500862,-0.254,-3.182,-0.311,245,70,41.72,206,206,0
2025-03-04-15-28-39,173501852,-0.033,0.105,-0.311,245,70,41.72,206,206,0
2025-03-04-15-28-40,173502809,0.254,0.014,-0.311,245,70,41.74,206,206,0
2025-03-04-15-28-41,173503766,4.699,0.043,-0.311,245,70,41.73,206,206,0
2025-03-04-15-28-42,173504855,0.144,-0.287,-0.311,245,69,41.74,206,206,0
2025-03-04-15-28-43,173505779,0.077,-0.646,-0.311,245,69,41.74,206,206,0
2025-03-04-15-28-44,173506868,0.211,-0.172,-0.311,245,69,41.74,206,206,0
2025-03-04-15-28-45,173507825,0.364,0.325,-0.311,245,69,41.75,206,206,0
2025-03-04-15-28-46,173508815,0,0.684,-0.311,245,69,41.75,206,206,0
2025-03-04-15-28-47,173509772,-0.445,0.225,-0.311,245,69,41.76,206,206,0
2025-03-04-15-28-48,173510861,-0.091,-0.067,-0.311,245,69,41.76,206,206,0
2025-03-04-15-28-49,173511851,-0.603,-0.062,-0.311,245,69,41.77,206,206,0
2025-03-04-15-28-50,173512841,-0.139,-0.383,-0.316,245,69,41.77,206,206,0
2025-03-04-15-28-51,173513831,0.043,-0.014,-0.316,245,69,41.78,206,206,0
2025-03-04-15-28-52,173514821,0.043,0.01,-0.311,244,69,41.78,206,206,0
2025-03-04-15-28-53,173515811,0.005,0,-0.311,243,69,41.79,206,206,0
2025-03-04-15-28-54,173516834,0,0,-0.316,242,69,41.79,206,206,0
2025-03-04-15-28-55,173517725,0.033,-0.014,-0.311,241,69,41.79,206,206,0
2025-03-04-15-28-56,173518814,0.067,0,-0.311,239,69,41.79,206,206,0
2025-03-04-15-28-57,173519738,-0.01,-0.129,-0.316,238,69,41.79,206,206,0
2025-03-04-15-28-58,173520827,0.005,-0.014,-0.311,236,69,41.8,206,206,0
2025-03-04-15-28-59,173521817,0.038,-0.038,-0.316,235,69,41.81,206,206,0
2025-03-04-15-29-00,173522807,-0.043,0.067,-0.316,235,69,41.81,206,206,0
2025-03-04-15-29-01,173523830,-0.043,-0.024,-0.311,231,69,41.82,206,206,0
2025-03-04-15-29-02,173524853,0.029,0.01,-0.311,230,69,41.82,206,206,0
2025-03-04-15-29-03,173525810,0.057,0,-0.311,228,69,41.82,206,206,0
